word,pos
Commissioner,NNP
Olli,NNP
Rehn,NNP
will,MD
travel,VB
to,TO
Bosnia,NNP
to,TO
open,VB
talks,NNS
on,IN
the,DT
Stabilization,NNP
and,CC
Association,NNP
Agreement,NNP
.,.
EU,NNP
foreign,JJ
ministers,NNS
say,VBP
Bosnia,NNP
's,POS
progress,NN
on,IN
the,DT
agreement,NN
depends,VBZ
on,IN
its,PRP$
willingness,NN
to,TO
continue,VB
reforms,NNS
and,CC
cooperate,VB
with,IN
the,DT
U.N.,NNP
war,NN
crimes,NNS
tribunal,JJ
.,.
Two,CD
key,JJ
Bosnian,JJ
war,NN
crimes,NNS
suspects,VBZ
",",","
Bosnian,JJ
Serb,JJ
leader,NN
Radovan,NNP
Karadzic,NNP
and,CC
army,NN
commander,NN
Ratko,NNP
Mladic,NNP
",",","
remain,VBP
at,IN
large,JJ
.,.
The,DT
EU,NNP
Monday,NNP
also,RB
extended,VBD
the,DT
mandate,NN
for,IN
the,DT
more,JJR
than,IN
"6,000",CD
peacekeeping,VBG
troops,NNS
in,IN
Bosnia,NNP
through,IN
next,JJ
year,NN
.,.
The,DT
EU,NNP
decisions,NNS
came,VBD
as,IN
senior,JJ
Bosnian,JJ
and,CC
U.N.,NNP
diplomats,NNS
meet,VBP
in,IN
Washington,NNP
to,TO
mark,VB
the,DT
10th,JJ
anniversary,NN
of,IN
the,DT
Dayton,NNP
Peace,NNP
Accords,NNP
",",","
which,WDT
ended,VBD
the,DT
three-year,JJ
war,NN
in,IN
Bosnia-Herzegovina,NNP
.,.
Russian,JJ
Defense,NNP
Minister,NNP
Sergei,NNP
Ivanov,NNP
has,VBZ
accused,VBN
some,DT
NATO,NNP
countries,NNS
of,IN
illegally,RB
supplying,VBG
Soviet-made,JJ
arms,NNS
to,TO
Georgia,NNP
.,.
The,DT
Russian,JJ
official,NN
Friday,NNP
did,VBD
not,RB
name,VB
the,DT
countries,NNS
allegedly,RB
involved,VBN
",",","
but,CC
he,PRP
said,VBD
they,PRP
were,VBD
from,IN
among,IN
the,DT
seven,CD
formerly,RB
communist-ruled,JJ
East,JJ
European,JJ
countries,NNS
that,WDT
joined,VBD
the,DT
alliance,NN
in,IN
2004,CD
.,.
Ivanov,NNP
made,VBD
his,PRP$
comments,NNS
following,VBG
a,DT
meeting,NN
with,IN
defense,NN
ministers,NNS
of,IN
the,DT
26,CD
NATO,NNP
countries,NNS
in,IN
the,DT
Slovenian,JJ
seaside,NN
resort,NN
of,IN
Portoroz,NNP
.,.
Georgian,JJ
officials,NNS
filed,VBD
espionage,NN
charges,NNS
against,IN
Russian,JJ
military,JJ
officers,NNS
this,DT
week,NN
.,.
Ivanov,NNP
alleged,VBD
the,DT
move,NN
was,VBD
part,NN
of,IN
efforts,NNS
to,TO
force,VB
Moscow,NNP
to,TO
withdraw,VB
its,PRP$
troops,NNS
from,IN
Georgia,NNP
and,CC
clear,VB
the,DT
way,NN
for,IN
Georgian,JJ
authorities,NNS
to,TO
pursue,VB
a,DT
military,JJ
solution,NN
in,IN
secessionist,JJ
areas,NNS
of,IN
the,DT
country,NN
.,.
NATO,NNP
Secretary-General,NNP
Jaap,NNP
de,IN
Hoop,NNP
Scheffer,NNP
called,VBD
on,IN
both,DT
sides,NNS
to,TO
de-escalate,VB
tensions,NNS
.,.
Earlier,RBR
this,DT
month,NN
",",","
NATO,NNP
angered,VBD
Russia,NNP
by,IN
approving,VBG
intensified,JJ
dialogue,NN
with,IN
Georgia,NNP
.,.
Pakistan,NNP
has,VBZ
released,VBN
17,CD
former,JJ
Guantanamo,NNP
Bay,NNP
detainees,NNS
who,WP
had,VBD
been,VBN
freed,VBN
from,IN
U.S.,NNP
custody,NN
nine,CD
months,NNS
ago,RB
and,CC
detained,VBD
for,IN
further,JJ
investigation,NN
on,IN
their,PRP$
return,NN
to,TO
Pakistan,NNP
.,.
The,DT
released,VBN
men,NNS
are,VBP
part,NN
of,IN
a,DT
group,NN
of,IN
35,CD
Pakistani,JJ
detainees,NNS
who,WP
were,VBD
cleared,VBN
by,IN
U.S.,NNP
authorities,NNS
last,JJ
September,NNP
.,.
A,DT
religious,JJ
affairs,NNS
adviser,NN
for,IN
the,DT
government,NN
in,IN
Punjab,NNP
province,NN
says,VBZ
the,DT
men,NNS
were,VBD
finally,RB
released,VBN
today,NN
after,IN
they,PRP
promised,VBD
not,RB
to,TO
take,VB
part,NN
in,IN
militant,JJ
activities,NNS
.,.
Hundreds,NNS
of,IN
Pakistanis,NNS
went,VBD
to,TO
Afghanistan,NNP
to,TO
fight,VB
alongside,IN
the,DT
Taleban,NNP
militia,NN
against,IN
the,DT
United,NNP
States,NNPS
.,.
After,IN
the,DT
Taleban,NNP
regime,NN
was,VBD
ousted,VBN
in,IN
late,JJ
2001,CD
",",","
many,JJ
Pakistanis,NNS
were,VBD
jailed,VBN
in,IN
Afghanistan,NNP
",",","
and,CC
some,DT
were,VBD
sent,VBN
to,TO
Guantanamo,NNP
.,.
United,NNP
Nations,NNP
Secretary,NNP
General,NNP
Kofi,NNP
Annan,NNP
says,VBZ
he,PRP
believes,VBZ
another,DT
investigation,NN
will,MD
be,VB
necessary,JJ
into,IN
last,JJ
month,NN
's,POS
assassination,NN
of,IN
former,JJ
Lebanese,JJ
prime,JJ
minister,NN
Rafik,NNP
Hariri,NNP
.,.
In,IN
a,DT
speech,NN
Wednesday,NNP
to,TO
Arab,JJ
leaders,NNS
meeting,NN
in,IN
Algiers,NNP
",",","
Mr.,NNP
Annan,NNP
said,VBD
that,IN
within,IN
the,DT
next,JJ
few,JJ
days,NNS
he,PRP
expects,VBZ
to,TO
release,VB
a,DT
report,NN
on,IN
a,DT
fact-finding,JJ
mission,NN
into,IN
the,DT
February,NNP
14th,JJ
killing,NN
.,.
But,CC
he,PRP
added,VBD
that,IN
another,DT
more,RBR
comprehensive,JJ
probe,NN
might,MD
be,VB
necessary,JJ
.,.
News,NNP
reports,NNS
from,IN
Lebanon,NNP
say,VBP
the,DT
U.N.,NNP
fact-finding,JJ
report,NN
is,VBZ
expected,VBN
to,TO
accuse,VB
Lebanese,JJ
authorities,NNS
of,IN
negligence,NN
and,CC
evidence,NN
tampering,NN
.,.
Lebanon,NNP
's,POS
pro-Syrian,JJ
government,NN
has,VBZ
said,VBN
it,PRP
was,VBD
investigating,VBG
the,DT
massive,JJ
bombing,NN
in,IN
Beirut,NNP
that,WDT
killed,VBD
Mr.,NNP
Hariri,NNP
.,.
But,CC
there,EX
has,VBZ
been,VBN
no,DT
official,JJ
statement,NN
on,IN
the,DT
probe,NN
.,.
Meanwhile,RB
",",","
Mr.,NNP
Annan,NNP
said,VBD
he,PRP
expected,VBD
the,DT
withdrawal,NN
of,IN
Syrian,JJ
troops,NNS
from,IN
Lebanon,NNP
to,TO
be,VB
completed,VBN
before,IN
Lebanese,JJ
parliamentary,JJ
elections,NNS
set,VBN
for,IN
May,NNP
.,.
Russian,JJ
Defense,NNP
Minister,NNP
Sergei,NNP
Ivanov,NNP
says,VBZ
the,DT
government,NN
is,VBZ
cutting,VBG
its,PRP$
troops,NNS
in,IN
Chechnya,NNP
by,IN
"1,000",CD
.,.
Mr.,NNP
Ivanov,NNP
made,VBD
the,DT
announcement,NN
Friday,NNP
at,IN
a,DT
military,JJ
installation,NN
in,IN
the,DT
southern,JJ
Russian,JJ
city,NN
of,IN
Rostov-on-Don,NNP
.,.
He,PRP
gave,VBD
no,DT
reason,NN
for,IN
the,DT
action,NN
.,.
The,DT
Itar-Tass,JJ
news,NN
agency,NN
says,VBZ
airborne,JJ
troops,NNS
and,CC
marine,JJ
units,NNS
in,IN
the,DT
mountainous,JJ
regions,NNS
of,IN
Chechnya,NNP
will,MD
be,VB
withdrawn,VBN
.,.
Mr.,NNP
Ivanov,NNP
says,VBZ
the,DT
only,JJ
forces,NNS
that,WDT
will,MD
remain,VB
next,JJ
year,NN
in,IN
the,DT
war-torn,JJ
breakaway,NN
republic,NN
will,MD
be,VB
an,DT
infantry,NN
division,NN
and,CC
Defense,NNP
Ministry,NNP
commando,NN
forces,NNS
.,.
Russia,NNP
has,VBZ
been,VBN
fighting,VBG
separatists,NNS
in,IN
Chechnya,NNP
for,IN
most,JJS
of,IN
the,DT
past,JJ
decade,NN
",",","
in,IN
a,DT
conflict,NN
that,WDT
has,VBZ
devastated,VBN
the,DT
region,NN
.,.
President,NNP
Vladimir,NNP
Putin,NNP
has,VBZ
repeatedly,RB
said,VBN
the,DT
fighting,NN
is,VBZ
dying,VBG
down,RP
",",","
but,CC
the,DT
violence,NN
continues,VBZ
.,.
U.N.,NNP
Secretary-General,NNP
Kofi,NNP
Annan,NNP
has,VBZ
urged,VBN
all,DT
Iraqis,NNS
to,TO
refrain,VB
from,IN
acts,NNS
of,IN
violence,NN
and,CC
put,VB
aside,RP
their,PRP$
differences,NNS
",",","
in,IN
the,DT
wake,NN
of,IN
Monday,NNP
's,POS
suicide,NN
car,NN
bombing,NN
in,IN
Hilla,NNP
that,WDT
killed,VBD
at,IN
least,JJ
125,CD
people,NNS
.,.
A,DT
statement,NN
issued,VBN
through,IN
his,PRP$
spokesman,NN
condemned,VBD
the,DT
attack,NN
as,IN
a,DT
flagrant,JJ
violation,NN
of,IN
international,JJ
law,NN
that,WDT
seeks,VBZ
to,TO
undermine,VB
the,DT
prospects,NNS
of,IN
peace,NN
",",","
democracy,NN
and,CC
prosperity,NN
.,.
The,DT
attack,NN
",",","
the,DT
deadliest,JJS
of,IN
its,PRP$
kind,NN
since,IN
the,DT
fall,NN
of,IN
Saddam,NNP
Hussein,NNP
's,POS
regime,NN
in,IN
2003,CD
",",","
wounded,VBD
more,RBR
than,IN
100,CD
other,JJ
people,NNS
.,.
Witnesses,NNS
say,VBP
the,DT
bomber,NN
drove,VBD
a,DT
car,NN
into,IN
a,DT
crowd,NN
of,IN
people,NNS
seeking,VBG
medical,JJ
checkups,NNS
needed,VBN
for,IN
government,NN
jobs,NNS
.,.
There,EX
has,VBZ
been,VBN
no,DT
claim,NN
of,IN
responsibility,NN
.,.
The,DT
White,NNP
House,NNP
condemned,VBD
the,DT
attack,NN
.,.
U.S.,NNP
lawmaker,NN
Connie,NNP
Mack,NNP
says,VBZ
Arabic-language,NNP
al-Jazeera,NNP
television,NN
",",","
which,WDT
has,VBZ
allied,VBN
with,IN
Latin,NNP
America,NNP
's,POS
Telesur,NNP
network,NN
",",","
is,VBZ
nothing,DT
more,JJR
than,IN
a,DT
mouthpiece,NN
for,IN
terrorists,NNS
.,.
The,DT
Republican,JJ
congressman,NN
from,IN
the,DT
southeastern,JJ
U.S.,NNP
state,NN
of,IN
Florida,NNP
tells,VBZ
VOA,NNP
he,PRP
is,VBZ
very,RB
concerned,JJ
about,IN
that,DT
alliance,NN
.,.
Earlier,RB
",",","
he,PRP
said,VBD
it,PRP
would,MD
create,VB
a,DT
global,JJ
network,NN
for,IN
terrorists,NNS
and,CC
other,JJ
enemies,NNS
of,IN
freedom,NN
.,.
He,PRP
is,VBZ
calling,VBG
for,IN
Congress,NNP
to,TO
pass,VB
a,DT
plan,NN
authorizing,VBG
the,DT
U.S.,NNP
government,NN
to,TO
begin,VB
radio,NN
and,CC
television,NN
broadcasts,NNS
into,IN
Venezuela,NNP
.,.
Thursday,NNP
",",","
Venezuela,NNP
's,POS
Communications,NNP
Ministry,NNP
said,VBD
Congressman,NNP
Mack,NNP
's,POS
comments,NNS
represent,VBP
a,DT
veiled,VBN
threat,NN
that,IN
the,DT
United,NNP
States,NNPS
will,MD
attack,VB
Telesur,NNP
's,POS
headquarters,NN
in,IN
Caracas,NNP
.,.
A,DT
spokesman,NN
for,IN
the,DT
State,NNP
Department,NNP
said,VBD
Friday,NNP
it,PRP
is,VBZ
not,RB
up,RB
to,TO
the,DT
U.S.,NNP
government,NN
to,TO
dictate,VB
what,WP
sort,NN
of,IN
business,NN
deals,NNS
media,NNS
organizations,NNS
can,MD
make,VB
.,.
President,NNP
Bush,NNP
will,MD
visit,VB
the,DT
U.S.,NNP
Gulf,NNP
Coast,NNP
Sunday,NNP
as,IN
the,DT
region,NN
continues,VBZ
to,TO
clean-up,VB
from,IN
Hurricane,NNP
Katrina,NNP
.,.
The,DT
visit,NN
will,MD
be,VB
Mr.,NNP
Bush,NNP
's,POS
third,JJ
trip,NN
to,TO
the,DT
area,NN
since,IN
the,DT
devastating,JJ
storm,NN
hit,VBD
nearly,RB
two,CD
weeks,NNS
ago,RB
.,.
Cleanup,NN
and,CC
recovery,NN
efforts,NNS
in,IN
New,NNP
Orleans,NNP
are,VBP
showing,VBG
signs,NNS
of,IN
progress,NN
.,.
The,DT
U.S.,NNP
Army,NNP
Corps,NNP
of,IN
Engineers,NNPS
now,RB
says,VBZ
it,PRP
will,MD
take,VB
40,CD
days,NNS
to,TO
pump,VB
the,DT
floodwaters,NNS
out,IN
of,IN
the,DT
city,NN
",",","
cutting,VBG
its,PRP$
original,JJ
estimate,NN
in,IN
half,NN
.,.
The,DT
city,NN
's,POS
Louis,NNP
Armstrong,NNP
International,NNP
Airport,NNP
will,MD
reopen,VB
to,TO
passenger,NN
traffic,NN
on,IN
Tuesday,NNP
.,.
Meanwhile,RB
",",","
the,DT
block-to-block,JJ
search,NN
continues,VBZ
for,IN
those,DT
killed,VBN
when,WRB
Katrina,NNP
hit,VBD
landfall,NN
.,.
Officials,NNS
now,RB
cautiously,RB
say,VBP
the,DT
death,NN
toll,NN
may,MD
be,VB
far,RB
lower,JJR
than,IN
the,DT
thousands,NNS
originally,RB
feared,VBN
.,.
The,DT
death,NN
toll,NN
now,RB
stands,VBZ
at,IN
nearly,RB
400,CD
across,IN
the,DT
region,NN
",",","
with,IN
154,CD
in,IN
New,NNP
Orleans,NNP
.,.
Maoist,NNP
rebels,NNS
in,IN
Nepal,NNP
have,VBP
raided,VBN
a,DT
western,JJ
town,NN
",",","
in,IN
one,CD
of,IN
their,PRP$
largest,JJS
assaults,NNS
since,IN
ending,VBG
a,DT
unilateral,JJ
ceasefire,NN
earlier,RBR
this,DT
month,NN
.,.
Security,NN
officials,NNS
say,VBP
at,IN
least,JJS
six,CD
policemen,NNS
were,VBD
missing,VBG
",",","
but,CC
no,DT
casualties,NNS
were,VBD
reported,VBN
when,WRB
the,DT
rebels,NNS
fired,VBN
on,IN
a,DT
police,NN
station,NN
as,RB
well,RB
as,IN
banks,NNS
and,CC
offices,NNS
in,IN
the,DT
town,NN
of,IN
Dhangadi,NNP
overnight,RB
.,.
The,DT
officials,NNS
say,VBP
Nepalese,JJ
soldiers,NNS
returned,VBD
fire,NN
",",","
and,CC
reclaimed,VBD
control,NN
of,IN
the,DT
town,NN
after,IN
a,DT
prolonged,JJ
gunbattle,NN
.,.
Maoist,NNP
rebels,NNS
have,VBP
carried,VBN
out,RP
a,DT
series,NN
of,IN
attacks,NNS
in,IN
western,JJ
Nepal,NNP
since,IN
they,PRP
canceled,VBD
a,DT
four-month,JJ
long,JJ
truce,NN
on,IN
January,NNP
second,NN
.,.
The,DT
guerillas,NNS
say,VBP
they,PRP
resumed,VBD
hostilities,NNS
because,IN
Nepal,NNP
's,POS
royalist,NN
government,NN
refused,VBD
to,TO
match,VB
the,DT
ceasefire,NN
.,.
The,DT
Maoists,NNS
have,VBP
been,VBN
fighting,VBG
to,TO
overthrow,VB
Nepal,NNP
's,POS
monarchy,NN
since,IN
1996,CD
.,.
At,IN
least,JJS
"12,000",CD
people,NNS
have,VBP
died,VBN
in,IN
the,DT
fighting,NN
.,.
The,DT
foreign,JJ
ministers,NNS
of,IN
Japan,NNP
and,CC
South,NNP
Korea,NNP
have,VBP
discussed,VBN
their,PRP$
strained,JJ
relations,NNS
in,IN
a,DT
meeting,NN
on,IN
the,DT
sidelines,NNS
of,IN
an,DT
Asian,JJ
summit,NN
in,IN
Malaysia,NNP
's,POS
capital,NN
",",","
Kuala,NNP
Lumpur,NNP
.,.
During,IN
talks,NNS
Saturday,NNP
",",","
Seoul,NNP
's,POS
Foreign,NNP
Minister,NNP
Ban,NNP
Ki-moon,NNP
told,VBD
his,PRP$
Japanese,JJ
counterpart,NN
",",","
Taro,NNP
Aso,NNP
",",","
that,IN
visits,NNS
by,IN
Japan,NNP
's,POS
prime,JJ
minister,NN
to,TO
a,DT
controversial,JJ
war,NN
shrine,NN
are,VBP
disrupting,VBG
bilateral,JJ
relations,NNS
.,.
The,DT
shrine,NN
honors,VBZ
Japan,NNP
's,POS
war,NN
dead,NN
",",","
including,VBG
convicted,VBN
war,NN
criminals,NNS
.,.
Critics,NNS
",",","
including,VBG
South,NNP
Korea,NNP
and,CC
China,NNP
",",","
say,VBP
the,DT
shrine,NN
glorifies,VBZ
Japan,NNP
's,POS
wartime,NN
past,NN
.,.
But,CC
Japanese,JJ
Prime,NNP
Minister,NNP
Junichiro,NNP
Koizumi,NNP
says,VBZ
he,PRP
visits,VBZ
the,DT
shrine,NN
to,TO
pray,VB
for,IN
peace,NN
.,.
Thursday,NNP
",",","
China,NNP
ruled,VBD
out,RP
holding,VBG
a,DT
meeting,NN
with,IN
senior,JJ
leaders,NNS
from,IN
Japan,NNP
and,CC
South,NNP
Korea,NNP
during,IN
the,DT
regional,JJ
summit,NN
",",","
which,WDT
officially,RB
begins,VBZ
Monday,NNP
.,.
The,DT
three,CD
nations,NNS
have,VBP
met,VBN
on,IN
the,DT
sidelines,NNS
of,IN
the,DT
Association,NNP
of,IN
Southeast,NNP
Asian,NNP
Nations,NNP
summit,NN
for,IN
the,DT
past,JJ
six,CD
years,NNS
.,.
NATO,NNP
has,VBZ
acknowledged,VBN
responsibility,NN
for,IN
killing,VBG
12,CD
Afghan,JJ
civilians,NNS
during,IN
a,DT
major,JJ
U.S.-led,JJ
offensive,NN
against,IN
the,DT
Taliban,NNP
in,IN
southern,JJ
Afghanistan,NNP
.,.
NATO,NNP
says,VBZ
the,DT
civilians,NNS
were,VBD
killed,VBN
when,WRB
two,CD
rockets,NNS
fired,VBN
at,IN
insurgents,NNS
missed,VBD
their,PRP$
intended,JJ
target,NN
.,.
Afghan,JJ
President,NNP
Hamid,NNP
Karzai,NNP
expressed,VBD
sadness,NN
at,IN
the,DT
incident,NN
.,.
He,PRP
has,VBZ
ordered,VBN
an,DT
investigation,NN
into,IN
the,DT
deaths,NNS
in,IN
the,DT
Nad,NNP
Ali,NNP
district,NN
.,.
The,DT
large-scale,JJ
military,JJ
operation,NN
began,VBD
early,JJ
Saturday,NNP
",",","
concentrated,VBD
on,IN
the,DT
farming,JJ
community,NN
of,IN
Marjah,NNP
in,IN
southern,JJ
Helmand,NNP
province,NN
.,.
Some,DT
"15,000",CD
U.S.,NNP
",",","
British,JJ
and,CC
Afghan,JJ
soldiers,NNS
are,VBP
involved,VBN
in,IN
the,DT
offensive,NN
",",","
designed,VBN
to,TO
oust,VB
the,DT
Taliban,NNP
from,IN
an,DT
area,NN
that,WDT
has,VBZ
been,VBN
an,DT
insurgent,JJ
stronghold,NN
.,.
Afghan,JJ
officials,NNS
said,VBD
Sunday,NNP
that,IN
at,IN
least,JJS
27,CD
insurgents,NNS
have,VBP
been,VBN
killed,VBN
during,IN
the,DT
fighting,NN
.,.
NATO,NNP
says,VBZ
one,CD
American,NNP
and,CC
one,CD
British,JJ
soldier,NN
were,VBD
killed,VBN
on,IN
the,DT
first,JJ
day,NN
of,IN
the,DT
offensive,NN
.,.
During,IN
an,DT
interview,NN
Sunday,NNP
on,IN
CNN,NNP
",",","
U.S.,NNP
National,NNP
Security,NNP
Advisor,NNP
James,NNP
Jones,NNP
described,VBD
the,DT
operation,NN
as,IN
going,VBG
well,RB
.,.
U.S.,NNP
Secretary,NN
of,IN
State,NN
Condoleezza,NNP
Rice,NNP
says,VBZ
the,DT
Bush,NNP
administration,NN
is,VBZ
still,RB
considering,VBG
setting,VBG
up,RP
a,DT
diplomatic,JJ
mission,NN
in,IN
Iran,NNP
.,.
Rice,NNP
refuted,VBD
an,DT
Associated,NNP
Press,NNP
report,NN
that,IN
the,DT
administration,NN
had,VBD
decided,VBN
to,TO
hand,VB
the,DT
issue,NN
to,TO
its,PRP$
successor,NN
.,.
She,PRP
told,VBD
reporters,NNS
that,IN
Washington,NNP
continues,VBZ
to,TO
look,VB
at,IN
the,DT
idea,NN
.,.
On,IN
a,DT
flight,NN
from,IN
India,NNP
to,TO
Kazakhstan,NNP
for,IN
talks,NNS
on,IN
other,JJ
matters,NNS
",",","
Rice,NNP
called,VBD
the,DT
idea,NN
interesting,JJ
.,.
She,PRP
did,VBD
not,RB
comment,VB
further,RB
.,.
The,DT
United,NNP
States,NNPS
and,CC
Iran,NNP
are,VBP
at,IN
odds,NNS
over,IN
the,DT
Middle,NNP
East,NNP
country,NN
's,POS
nuclear,JJ
program,NN
.,.
Iran,NNP
has,VBZ
ignored,VBN
U.N.,NNP
resolutions,NNS
demanding,VBG
that,IN
it,PRP
stop,VB
uranium,NN
enrichment,NN
.,.
U.S.,NNP
and,CC
European,JJ
governments,NNS
fear,VBP
that,IN
Iran,NNP
is,VBZ
trying,VBG
to,TO
build,VB
a,DT
nuclear,JJ
bomb,NN
.,.
Tehran,NNP
denies,VBZ
that,DT
and,CC
says,VBZ
it,PRP
wants,VBZ
only,RB
to,TO
produce,VB
low-grade,JJ
fuel,NN
for,IN
nuclear,JJ
energy,NN
.,.
The,DT
same,JJ
enrichment,NN
process,NN
also,RB
could,MD
be,VB
used,VBN
to,TO
produce,VB
highly,RB
enriched,VBN
uranium,NN
for,IN
nuclear,JJ
weapons,NNS
.,.
Sri,NNP
Lanka,NNP
's,POS
military,JJ
says,VBZ
rebels,NNS
have,VBP
ambushed,VBN
a,DT
navy,NN
bus,NN
in,IN
the,DT
east,NN
of,IN
the,DT
country,NN
",",","
wounding,VBG
12,CD
sailors,NNS
and,CC
sparking,VBG
a,DT
gunbattle,NN
in,IN
which,WDT
two,CD
civilians,NNS
also,RB
died,VBD
.,.
Officials,NNS
blame,VBP
Tamil,NNP
rebels,NNS
for,IN
Tuesday,NNP
's,POS
attack,NN
in,IN
Trincomalee,NNP
.,.
They,PRP
say,VBP
the,DT
rebels,NNS
set,VBN
off,RP
a,DT
fragmentation,NN
mine,NN
as,IN
the,DT
navy,NN
bus,NN
passed,VBN
by,IN
",",","
and,CC
then,RB
opened,VBD
fire,NN
on,IN
the,DT
bus,NN
with,IN
small,JJ
arms,NNS
.,.
Officials,NNS
say,VBP
the,DT
sailors,NNS
shot,VBD
back,RB
",",","
and,CC
two,CD
civilians,NNS
were,VBD
killed,VBN
in,IN
the,DT
crossfire,NN
.,.
Sri,NNP
Lanka,NNP
's,POS
government,NN
says,VBZ
at,IN
least,JJS
69,CD
security,NN
personnel,NNS
have,VBP
been,VBN
killed,VBN
by,IN
rebels,NNS
since,IN
early,JJ
December,NNP
.,.
The,DT
violence,NN
has,VBZ
severely,RB
strained,VBN
a,DT
ceasefire,NN
signed,VBN
by,IN
both,DT
sides,NNS
in,IN
2002,CD
.,.
Russian,JJ
officials,NNS
say,VBP
they,PRP
will,MD
send,VB
a,DT
naval,JJ
task,NN
force,NN
to,TO
the,DT
Caribbean,NNP
later,RB
this,DT
year,NN
for,IN
possible,JJ
joint,JJ
exercises,NNS
with,IN
Venezuelan,JJ
forces,NNS
.,.
A,DT
Russian,JJ
Foreign,NNP
Ministry,NNP
spokesman,NN
",",","
Andrei,NNP
Nesterenk,NNP
",",","
says,VBZ
the,DT
nuclear-powered,JJ
battle,NN
cruiser,NN
Peter,NNP
the,DT
Great,NNP
will,MD
lead,VB
the,DT
naval,JJ
mission,NN
",",","
which,WDT
will,MD
also,RB
include,VB
the,DT
destroyer,NN
Admiral,NNP
Chabanenko,NNP
and,CC
other,JJ
vessels,NNS
including,VBG
a,DT
fuel,NN
tanker,NN
.,.
The,DT
spokesman,NN
said,VBD
anti-submarine,JJ
aircraft,NN
will,MD
also,RB
be,VB
sent,VBN
to,TO
Venezuela,NNP
",",","
possibly,RB
in,IN
November,NNP
.,.
The,DT
spokesman,NN
said,VBD
the,DT
visit,NN
was,VBD
planned,VBN
long,RB
before,IN
the,DT
outbreak,NN
of,IN
the,DT
Georgian,JJ
conflict,NN
and,CC
is,VBZ
not,RB
directed,VBN
against,IN
any,DT
third,JJ
country,NN
.,.
Russian,JJ
authorities,NNS
have,VBP
accused,VBN
the,DT
United,NNP
States,NNPS
of,IN
rearming,VBG
Georgia,NNP
while,IN
using,VBG
military,JJ
vessels,NNS
to,TO
deliver,VB
humanitarian,JJ
aid,NN
to,TO
the,DT
Caucasus,NNP
country,NN
.,.
U.S.,NNP
officials,NNS
have,VBP
denied,VBN
the,DT
charge,NN
Venezuela,NNP
's,POS
leftist,JJ
President,NNP
Hugo,NNP
Chavez,NNP
",",","
a,DT
harsh,JJ
critic,NN
of,IN
the,DT
U.S.,NNP
government,NN
",",","
has,VBZ
forged,VBN
closer,JJR
ties,NNS
with,IN
Moscow,NNP
",",","
including,VBG
arms,NNS
purchases,NNS
and,CC
other,JJ
economic,JJ
deals,NNS
.,.
The,DT
U.S.,NNP
military,NN
in,IN
Iraq,NNP
says,VBZ
a,DT
roadside,NN
bomb,NN
has,VBZ
killed,VBN
one,CD
of,IN
its,PRP$
troops,NNS
south,RB
of,IN
the,DT
capital,NN
",",","
Baghdad,NNP
.,.
The,DT
military,NN
says,VBZ
the,DT
soldier,NN
was,VBD
killed,VBN
Thursday,NNP
when,WRB
his,PRP$
vehicle,NN
hit,VBD
the,DT
bomb,NN
during,IN
a,DT
combat,NN
patrol,NN
near,IN
Iskandariyah,NNP
.,.
The,DT
United,NNP
States,NNPS
invaded,VBD
Iraq,NNP
in,IN
2003,CD
",",","
citing,VBG
concerns,NNS
about,IN
alleged,JJ
weapons,NNS
of,IN
mass,NN
destruction,NN
programs,NNS
.,.
No,DT
such,JJ
weapons,NNS
were,VBD
found,VBN
.,.
Iraqi,JJ
officials,NNS
say,VBP
the,DT
country,NN
's,POS
deputy,JJ
minister,NN
of,IN
electricity,NN
",",","
Raad,NNP
al-Harith,NNP
",",","
and,CC
seven,CD
of,IN
his,PRP$
bodyguards,NNS
have,VBP
been,VBN
freed,VBN
hours,NNS
after,IN
their,PRP$
abduction,NN
in,IN
Baghdad,NNP
.,.
The,DT
fate,NN
of,IN
12,CD
other,JJ
bodyguards,NNS
kidnapped,VBN
with,IN
them,PRP
is,VBZ
not,RB
known,VBN
.,.
Gunmen,NNS
wearing,VBG
camouflage,NN
uniforms,NNS
intercepted,VBD
the,DT
minister,NN
's,POS
convoy,NN
early,RB
Tuesday,NNP
.,.
The,DT
abduction,NN
was,VBD
the,DT
second,JJ
high-profile,JJ
kidnapping,NN
in,IN
Baghdad,NNP
in,IN
less,JJR
than,IN
a,DT
week,NN
.,.
On,IN
